date,flight_id,route,aircraft_type,scheduled_hour,crew_duty_hours,weather_forecast_18h,weather_actual,atc_slot_delay_min,delayed
2025-09-04,CZ3062,PVG-TSN,A330,19,8.5,-0.35,-0.81,0,0
2026-01-27,CZ3057,PVG-NKG,B737,6,6.9,1.07,2.47,0,0
2026-01-13,CZ3005,PVG-CKG,A330,10,7.5,-0.67,1.81,0,0
2026-02-13,CZ3082,PVG-CAN,B737,17,4.2,0.09,0.05,3,0
2026-06-08,CZ3062,PVG-SZX,B787,19,4.3,0.53,2.74,0,0
2025-09-23,CZ3078,PVG-XIY,B787,13,6.2,0.69,0.7,0,0
2025-01-03,CZ3010,PVG-WUH,B787,8,,-1.02,-1.74,0,0
2026-01-18,CZ3035,PVG-SZX,A320,15,7.7,1.33,1.72,0,0
2026-05-17,CZ3031,PVG-SZX,B787,7,11.6,-0.28,0.66,0,0
2024-12-17,CZ3020,PVG-WUH,A320,10,9.3,-1.58,-0.81,0,0
2024-12-16,CZ3022,PVG-PEK,B787,17,,-0.89,-0.32,1,0
2025-12-25,CZ3104,PVG-HGH,A330,10,9.9,-0.51,-0.83,3,0
2026-08-05,CZ3061,PVG-NKG,A320,14,9.0,-0.56,-0.11,2,0
2025-12-12,CZ3019,PVG-KMG,A320,17,7.3,0.41,1.21,0,0
2024-11-24,CZ3117,PVG-CAN,B787,11,6.5,-0.01,1.77,0,0
2025-06-20,CZ3030,PVG-CAN,B787,10,,0.27,0.89,0,0
2025-05-03,CZ3055,PVG-CKG,A321,8,8.8,-0.96,0.2,0,0
2025-11-25,CZ3099,PVG-CAN,B737,14,5.1,-0.09,1.99,0,1
2024-12-14,CZ3017,PVG-HGH,A321,13,7.3,0.42,1.69,0,0
2025-07-29,CZ3032,PVG-CTU,B787,19,10.4,-1.19,-3.0,0,0
2026-01-12,CZ3066,PVG-SZX,A321,8,9.8,1.6,1.33,0,0
2025-08-19,CZ3080,PVG-PEK,B737,14,5.1,0.87,2.09,5,0
2026-05-03,CZ3102,PVG-WUH,A320,10,9.0,0.78,-0.43,0,0
2025-02-04,CZ3107,PVG-CAN,B737,16,7.8,-0.08,1.03,0,0
2026-02-13,CZ3012,PVG-CKG,A330,9,4.8,0.6,0.37,0,0
2025-01-15,CZ3117,PVG-KMG,B737,13,9.1,0.9,0.53,4,0
2025-05-21,CZ3030,PVG-CSX,A330,10,7.5,1.73,0.48,0,0
2026-07-25,CZ3093,PVG-TSN,B737,13,10.5,1.59,2.89,31,1
2025-04-18,CZ3101,PVG-TSN,B737,15,6.8,-0.53,0.2,21,1
2026-08-08,CZ3000,PVG-URC,A320,9,10.4,-1.65,-0.08,0,0
2025-06-11,CZ3083,PVG-CKG,A330,15,8.0,-0.33,0.32,0,0
2024-10-12,CZ3013,PVG-CKG,A321,9,6.7,-0.72,0.39,0,0
2025-01-27,CZ3030,PVG-CKG,A320,15,10.2,-0.22,-1.08,2,0
2024-09-30,CZ3033,PVG-XIY,A321,9,9.0,-0.71,-1.73,0,0
2024-11-09,CZ3076,PVG-WUH,B737,18,5.9,0.05,-0.67,0,0
2026-03-30,CZ3104,PVG-NKG,A330,14,11.0,0.33,0.89,0,0
2026-08-15,CZ3016,PVG-KMG,A321,9,6.8,-1.04,-1.72,0,0
2024-12-15,CZ3088,PVG-XIY,A330,14,9.5,0.76,2.35,0,0
2026-07-08,CZ3078,PVG-WUH,A330,19,11.8,2.02,2.65,32,1
2026-03-31,CZ3037,PVG-HGH,B737,9,7.7,-0.41,-0.29,0,0
2026-07-24,CZ3056,PVG-PEK,A320,17,11.9,0.47,0.78,0,0
2025-07-19,CZ3038,PVG-HGH,A320,7,5.0,-0.28,0.07,0,0
2025-11-16,CZ3085,PVG-HGH,A320,15,8.6,2.14,1.05,0,0
2025-03-06,CZ3036,PVG-HGH,B787,14,6.1,1.38,3.0,0,0
2025-01-14,CZ3021,PVG-XIY,A320,15,8.3,0.32,0.12,9,1
2026-08-31,CZ3054,PVG-CKG,A330,9,7.5,1.2,1.84,27,1
2025-06-23,CZ3012,PVG-HGH,B787,17,9.0,-0.06,-0.82,0,0
2025-01-22,CZ3007,PVG-PEK,A321,10,6.6,-0.95,-3.0,0,0
2024-10-19,CZ3066,PVG-NKG,B787,16,9.2,1.04,0.66,2,0
2026-01-01,CZ3075,PVG-CAN,A330,18,3.9,0.34,-0.18,0,0
2024-09-06,CZ3054,PVG-CAN,B787,6,7.1,-0.2,-0.23,0,0
2024-12-16,CZ3030,PVG-XIY,A321,18,7.6,-0.37,-1.78,4,0
2026-03-11,CZ3050,PVG-TSN,A321,15,8.2,-1.76,-0.53,55,1
2024-12-27,CZ3026,PVG-CTU,B737,10,6.5,-1.14,-1.75,0,0
2025-11-27,CZ3013,PVG-SZX,A321,7,6.8,0.61,-0.54,0,0
2024-12-07,CZ3018,PVG-WUH,A320,15,9.1,0.43,-0.48,0,0
2025-01-13,CZ3050,PVG-WUH,B787,7,6.7,2.2,2.02,39,1
2026-02-06,CZ3029,PVG-XIY,A330,13,5.8,-2.27,-2.69,0,0
2026-03-13,CZ3062,PVG-HGH,A320,12,7.2,0.11,-0.78,0,0
2025-08-20,CZ3045,PVG-CKG,A321,18,6.5,-0.94,-1.7,4,0
2026-03-29,CZ3076,PVG-XIY,B787,15,7.2,2.2,3.0,2,0
2026-05-02,CZ3065,PVG-NKG,A320,12,6.9,-0.67,0.42,0,0
2025-05-09,CZ3007,PVG-PEK,B737,11,7.5,0.39,1.75,0,0
2025-02-08,CZ3004,PVG-CKG,A320,16,9.5,0.07,0.61,0,0
2026-08-06,CZ3025,PVG-PEK,B787,8,10.3,0.32,-0.79,0,0
2026-07-21,CZ3076,PVG-CSX,A330,8,6.5,-0.56,0.01,0,0
2025-07-27,CZ3098,PVG-XIY,B737,19,9.1,-0.4,-0.8,0,0
2025-08-10,CZ3030,PVG-KMG,A330,21,4.3,-1.44,-1.99,0,0
2026-03-01,CZ3076,PVG-XIY,A330,11,7.4,-0.96,-1.0,0,0
2025-05-16,CZ3077,PVG-TSN,A330,18,6.3,1.6,2.08,54,1
2025-11-12,CZ3027,PVG-KMG,B737,7,9.7,-0.32,-0.5,0,0
2026-04-22,CZ3067,PVG-TSN,B737,15,8.2,-0.88,-2.54,0,0
2026-03-15,CZ3110,PVG-WUH,A321,10,8.1,-0.09,2.48,2,0
2026-01-01,CZ3037,PVG-NKG,B737,22,5.5,0.4,-1.0,0,0
2025-10-18,CZ3001,PVG-WUH,A320,14,7.8,-0.98,-1.4,2,0
2025-04-28,CZ3092,PVG-CTU,B737,17,3.5,0.82,0.48,0,0
2024-10-10,CZ3106,PVG-TSN,A330,9,7.1,0.06,0.25,0,0
2026-07-06,CZ3030,PVG-NKG,A320,19,7.6,2.57,2.81,22,1
2025-05-05,CZ3043,PVG-KMG,A321,19,5.5,-1.18,-0.25,0,0
2025-07-30,CZ3034,PVG-WUH,A330,20,12.1,-1.09,-1.68,0,0
2026-04-06,CZ3080,PVG-CTU,A321,22,6.3,0.16,0.17,0,0
2024-09-08,CZ3012,PVG-CAN,A320,17,5.0,-1.18,1.23,2,0
2024-10-07,CZ3077,PVG-WUH,B787,14,4.6,-0.9,-3.0,0,0
2025-01-13,CZ3041,PVG-CTU,B787,7,6.9,-0.37,0.19,0,0
2025-07-05,CZ3053,PVG-CAN,A321,9,7.3,2.29,1.34,0,0
2026-01-21,CZ3096,PVG-CAN,A320,13,10.5,1.22,2.37,45,1
2026-02-24,CZ3021,PVG-NKG,A320,16,10.7,1.03,-0.37,0,0
2024-09-27,CZ3062,PVG-CKG,A330,8,11.7,1.41,1.1,16,1
2024-10-29,CZ3026,PVG-NKG,A320,16,7.5,0.86,0.17,0,0
2025-08-29,CZ3028,PVG-HGH,B787,14,10.4,1.47,0.38,0,0
2026-03-10,CZ3025,PVG-CKG,B737,8,8.5,0.84,2.39,0,0
2024-09-16,CZ3000,PVG-CTU,A330,8,9.8,-1.3,-1.5,0,0
2025-11-02,CZ3089,PVG-HGH,B737,11,5.5,-0.19,-1.42,0,0
2025-11-01,CZ3108,PVG-TSN,A320,18,9.0,-0.0,0.15,4,0
2025-08-01,CZ3086,PVG-CTU,B737,6,8.7,0.48,1.07,0,0
2026-05-19,CZ3010,PVG-CTU,A321,11,5.3,-1.35,-2.45,0,0
2025-05-28,CZ3011,PVG-CAN,A320,18,9.5,0.33,0.45,0,0
2025-03-21,CZ3098,PVG-CSX,A320,7,9.9,-1.25,-1.77,0,0
2025-06-08,CZ3026,PVG-CAN,B787,11,11.2,0.72,0.01,3,0
2025-10-10,CZ3119,PVG-CTU,A321,17,9.5,-0.36,-1.47,0,0
2024-12-29,CZ3004,PVG-CKG,A320,17,7.7,-0.3,-0.8,0,0
2026-01-16,CZ3024,PVG-KMG,A330,17,7.0,-0.79,-0.74,0,0
2025-08-02,CZ3040,PVG-KMG,A320,8,7.3,-0.38,0.01,0,0
2025-12-27,CZ3028,PVG-XIY,B737,15,6.1,0.34,-0.98,3,0
2025-04-06,CZ3013,PVG-SZX,A330,8,7.5,2.76,2.05,0,0
2025-12-25,CZ3084,PVG-CSX,B737,7,4.7,-1.3,-1.4,0,0
2024-09-24,CZ3040,PVG-WUH,A321,13,6.0,-0.15,0.02,0,0
2025-07-10,CZ3003,PVG-SZX,B737,15,9.5,-0.98,-0.54,0,0
2025-06-18,CZ3013,PVG-KMG,A320,8,9.1,1.17,1.78,0,0
2024-12-17,CZ3097,PVG-CTU,A320,16,7.1,0.38,-0.96,0,0
2025-06-26,CZ3115,PVG-SZX,A320,20,6.9,0.53,1.64,0,0
2025-04-29,CZ3083,PVG-TSN,A330,18,8.3,-1.11,-1.27,9,1
2025-02-22,CZ3093,PVG-SZX,B737,7,9.5,-1.23,-1.33,0,0
2025-04-05,CZ3046,PVG-CAN,A330,8,5.7,-0.82,0.42,0,0
2025-12-03,CZ3095,PVG-NKG,A320,9,3.8,-0.56,-1.65,5,0
2026-07-21,CZ3037,PVG-CTU,B737,8,7.3,-0.02,-1.32,0,0
2025-02-15,CZ3006,PVG-NKG,B737,6,6.5,0.3,2.07,0,0
2024-10-10,CZ3024,PVG-KMG,A330,10,8.8,-0.3,0.34,0,0
2024-10-08,CZ3096,PVG-HGH,A321,14,9.1,-0.22,0.47,0,0
2026-05-16,CZ3051,PVG-HGH,A330,14,7.5,-0.02,1.37,0,0
2025-06-11,CZ3064,PVG-KMG,A330,17,12.0,0.89,0.54,0,1
2026-03-03,CZ3119,PVG-WUH,B787,16,7.4,-0.85,-1.71,0,0
2026-08-29,CZ3022,PVG-WUH,A320,10,8.5,0.71,0.85,0,0
2025-11-21,CZ3026,PVG-WUH,A330,14,8.9,1.92,3.0,0,0
2024-12-22,CZ3037,PVG-CKG,B737,11,9.0,-0.31,0.87,0,0
2024-10-06,CZ3011,PVG-TSN,A320,9,6.3,0.85,-0.12,0,0
2026-02-08,CZ3023,PVG-PEK,B787,22,7.2,0.98,2.01,0,0
2025-06-01,CZ3068,PVG-HGH,B787,15,,-0.21,1.17,0,0
2025-08-03,CZ3011,PVG-CSX,A320,11,11.7,0.11,-1.08,0,0
2025-11-28,CZ3035,PVG-CAN,B737,12,5.8,-1.73,0.55,0,0
2025-09-19,CZ3007,PVG-HGH,B787,10,,0.84,3.0,0,0
2025-07-31,CZ3106,PVG-WUH,A330,14,5.5,-1.57,0.07,0,0
2025-06-29,CZ3015,PVG-TSN,A321,18,4.7,0.31,-1.67,0,0
2025-04-21,CZ3074,PVG-PEK,A320,9,6.7,-0.64,1.42,0,0
2024-11-11,CZ3010,PVG-TSN,B787,20,8.9,0.61,0.45,2,0
2026-02-17,CZ3060,PVG-PEK,A321,17,8.8,-0.27,0.52,35,1
2026-08-09,CZ3100,PVG-PEK,A320,9,6.6,-0.43,0.22,0,0
2026-07-20,CZ3080,PVG-KMG,A320,6,2.4,0.55,-0.01,0,0
2025-09-21,CZ3084,PVG-HGH,A321,18,8.3,-1.59,-0.71,0,0
2025-09-29,CZ3057,PVG-CKG,B737,14,9.4,-0.36,1.39,0,0
2026-08-07,CZ3074,PVG-CTU,A320,19,4.2,-0.48,-0.03,0,0
2025-03-07,CZ3015,PVG-NKG,B737,18,8.9,0.79,0.06,0,0
2025-06-15,CZ3111,PVG-NKG,A330,11,7.1,0.56,0.32,31,1
2026-04-09,CZ3046,PVG-KMG,A330,17,9.7,-0.95,-1.3,0,0
2025-07-23,CZ3103,PVG-PEK,B787,9,,-0.96,-2.49,0,0
2026-01-06,CZ3040,PVG-CKG,A330,21,7.3,-0.72,0.44,0,0
2026-07-02,CZ3070,PVG-NKG,B787,20,,0.48,2.5,0,0
2025-04-24,CZ3106,PVG-HGH,A330,7,5.9,1.18,0.55,0,0
2026-05-07,CZ3095,PVG-HGH,B737,19,9.4,1.32,0.98,3,0
2026-05-24,CZ3084,PVG-HGH,A330,14,8.4,-0.69,0.92,0,0
2025-08-01,CZ3021,PVG-CSX,B737,8,11.8,0.19,1.47,3,0
2025-01-13,CZ3011,PVG-CTU,A320,7,8.3,-1.18,1.68,0,0
2025-06-08,CZ3058,PVG-CSX,B737,7,3.4,-0.19,-1.35,0,0
2025-03-07,CZ3094,PVG-WUH,B787,9,,-0.4,-0.68,0,0
2026-08-29,CZ3065,PVG-CSX,B737,15,9.7,-0.98,-1.44,0,0
2024-12-22,CZ3038,PVG-KMG,B737,10,7.4,0.94,0.6,0,0
2026-05-28,CZ3003,PVG-XIY,B737,13,3.9,0.85,1.14,0,0
2025-10-11,CZ3099,PVG-XIY,B737,17,9.0,1.68,0.96,0,0
2026-05-02,CZ3045,PVG-TSN,B737,8,5.8,0.75,0.86,0,0
2025-12-02,CZ3017,PVG-PEK,B737,9,7.5,1.79,1.45,0,0
2024-11-08,CZ3045,PVG-PEK,B737,16,6.4,-0.92,-1.33,0,0
2025-03-08,CZ3006,PVG-CTU,B737,13,9.6,-1.26,-0.77,0,0
2026-07-31,CZ3049,PVG-SZX,B737,11,7.7,0.81,0.88,0,0
2025-01-13,CZ3015,PVG-CTU,A320,20,7.6,0.41,1.6,29,1
2025-05-22,CZ3018,PVG-KMG,A321,12,8.3,1.2,-1.64,0,0
2025-08-22,CZ3106,PVG-NKG,B787,10,9.5,-0.86,-0.37,0,0
2024-11-05,CZ3075,PVG-SZX,B737,19,8.0,1.0,2.08,22,1
2024-09-30,CZ3031,PVG-PEK,B787,10,,-0.32,0.52,0,0
2024-10-07,CZ3035,PVG-KMG,B737,15,4.6,-0.32,-1.01,0,0
2025-03-07,CZ3040,PVG-WUH,A321,9,8.1,-0.87,0.07,37,1
2025-11-12,CZ3029,PVG-XIY,A321,19,4.5,0.76,1.78,0,0
2025-07-20,CZ3040,PVG-KMG,A320,14,7.6,-0.06,0.78,0,0
2025-01-26,CZ3028,PVG-WUH,B787,16,7.4,0.52,1.12,54,1
2025-05-23,CZ3085,PVG-CTU,B787,20,4.9,0.27,1.0,30,1
2025-01-27,CZ3107,PVG-CKG,A320,9,8.7,2.08,2.05,0,0
2026-03-02,CZ3030,PVG-PEK,A320,20,6.7,1.2,1.06,48,1
2024-10-16,CZ3000,PVG-TSN,B787,14,7.4,2.18,2.96,14,1
2025-04-23,CZ3044,PVG-CTU,B737,12,8.9,-0.16,-0.03,0,0
2026-08-21,CZ3023,PVG-CTU,A321,16,5.7,-0.9,-1.13,0,0
2026-03-11,CZ3061,PVG-WUH,A321,12,7.3,0.04,-0.24,0,0
2025-04-14,CZ3063,PVG-TSN,A330,7,9.5,-1.3,-1.88,0,0
2025-03-23,CZ3043,PVG-NKG,A330,9,8.1,-0.14,0.95,5,0
2025-11-20,CZ3024,PVG-WUH,A330,10,9.9,0.21,-0.03,0,0
2025-03-28,CZ3070,PVG-TSN,B737,11,8.3,0.17,-0.29,0,0
2024-09-27,CZ3101,PVG-CAN,A321,7,7.3,0.76,2.08,12,1
2026-08-12,CZ3084,PVG-PEK,B787,18,6.6,1.56,2.23,36,1
2025-06-10,CZ3028,PVG-CSX,A321,9,10.9,0.98,1.29,0,0
2026-03-20,CZ3105,PVG-XIY,A320,14,10.5,1.39,1.36,0,0
2024-10-16,CZ3110,PVG-TSN,A320,11,3.9,-1.34,-1.02,4,0
2025-10-10,CZ3004,PVG-KMG,B787,9,7.4,-0.9,0.03,0,0
2025-07-05,CZ3012,PVG-TSN,B737,14,6.4,-0.1,-1.42,0,0
2025-09-10,CZ3067,PVG-CKG,A321,18,10.8,-0.34,-1.94,0,0
2025-04-12,CZ3013,PVG-XIY,A321,13,7.3,0.71,0.3,0,0
2025-05-02,CZ3081,PVG-CAN,B737,16,7.2,1.97,0.29,5,0
2025-01-19,CZ3002,PVG-CAN,B787,12,8.7,0.31,0.12,15,1
2025-10-05,CZ3092,PVG-HGH,A330,15,7.6,-1.35,-1.2,2,0
2025-09-15,CZ3040,PVG-XIY,B787,9,6.7,1.62,0.44,50,1
2025-09-29,CZ3070,PVG-HGH,A330,9,6.2,-0.78,-0.52,5,0
2026-01-29,CZ3014,PVG-KMG,B737,17,6.2,-0.76,-0.02,22,1
2026-08-11,CZ3023,PVG-HGH,A320,20,8.4,0.27,0.46,0,0
2025-03-23,CZ3021,PVG-CTU,A330,10,6.0,1.11,0.87,0,0
2024-11-14,CZ3099,PVG-CAN,A320,15,6.2,-1.77,-1.51,0,0
2025-09-26,CZ3013,PVG-WUH,A320,9,7.4,1.01,1.62,0,0
2026-03-14,CZ3059,PVG-TSN,A320,18,8.4,0.09,-0.53,0,0
2025-02-10,CZ3051,PVG-NKG,A320,12,8.4,1.21,1.83,0,0
2025-09-05,CZ3010,PVG-XIY,B787,14,12.2,1.03,0.72,27,1
2025-05-17,CZ3019,PVG-CSX,A321,14,9.9,-0.61,-0.29,0,0
2026-08-03,CZ3111,PVG-KMG,A320,9,8.1,-0.04,1.7,0,0
2024-12-12,CZ3097,PVG-CAN,A330,9,5.2,0.79,1.68,0,0
2025-01-25,CZ3066,PVG-NKG,A330,14,9.5,0.13,-0.23,0,0
2026-08-06,CZ3048,PVG-XIY,B737,15,9.9,0.34,-1.21,0,0
2026-01-04,CZ3106,PVG-KMG,B787,21,8.3,-0.63,-2.97,0,0
2025-07-09,CZ3103,PVG-CAN,A330,17,10.6,-0.11,-1.05,0,0
2024-12-31,CZ3069,PVG-CTU,A320,8,10.0,0.96,0.41,0,0
2026-02-26,CZ3051,PVG-XIY,B787,17,7.6,0.25,2.22,0,0
2025-01-08,CZ3040,PVG-CSX,A321,9,10.6,-2.17,-2.09,5,0
2026-07-09,CZ3100,PVG-WUH,A321,9,4.7,0.49,1.69,0,0
2024-09-22,CZ3085,PVG-CAN,B737,8,3.5,-1.26,-3.0,0,0
2025-04-05,CZ3055,PVG-WUH,A320,12,6.4,0.77,0.08,2,0
2025-10-26,CZ3015,PVG-SZX,B737,18,9.6,-0.82,0.94,0,0
2025-09-18,CZ3043,PVG-XIY,A330,15,6.1,-0.42,-1.51,0,0
2024-10-23,CZ3022,PVG-CAN,B787,19,9.1,-0.6,0.94,1,0
2025-02-20,CZ3115,PVG-WUH,A330,15,6.6,-0.87,0.2,2,0
2025-11-08,CZ3023,PVG-KMG,B787,20,4.8,0.63,-0.08,0,0
2025-05-21,CZ3034,PVG-CKG,A330,20,10.6,1.27,2.04,7,1
2025-10-18,CZ3019,PVG-CAN,A321,18,9.3,0.67,0.44,0,0
2025-01-02,CZ3063,PVG-PEK,B787,17,9.3,0.63,0.68,0,0
2025-10-05,CZ3091,PVG-PEK,B737,17,5.5,-1.2,-1.6,0,0
2024-12-09,CZ3053,PVG-WUH,A330,17,10.8,1.66,3.0,0,0
2025-12-23,CZ3074,PVG-CAN,A330,8,6.8,0.35,-1.0,0,0
2025-10-17,CZ3084,PVG-NKG,A320,16,7.3,-0.14,0.07,0,0
2025-12-28,CZ3024,PVG-HGH,B737,8,10.8,2.27,2.86,0,0
2025-09-06,CZ3063,PVG-NKG,A321,15,9.0,-0.88,-0.2,0,0
2025-10-27,CZ3038,PVG-PEK,A320,19,9.7,1.59,1.23,23,1
2026-03-09,CZ3080,PVG-CSX,B787,16,5.2,1.28,0.57,0,0
2026-03-21,CZ3052,PVG-HGH,A321,13,4.3,0.92,1.26,2,0
2026-01-14,CZ3013,PVG-CSX,A330,19,9.4,0.37,0.23,0,0
2026-04-26,CZ3014,PVG-HGH,A320,18,6.1,0.0,-1.04,0,0
2026-06-27,CZ3041,PVG-PEK,A321,19,6.1,-1.41,-1.24,3,0
2025-12-07,CZ3067,PVG-NKG,B737,14,6.8,1.29,0.31,0,0
2025-11-15,CZ3077,PVG-TSN,A330,19,6.5,-1.13,-1.5,0,0
2026-05-10,CZ3088,PVG-CTU,A321,6,7.9,-1.68,-3.0,0,0
2025-12-20,CZ3100,PVG-XIY,A320,13,7.1,-1.75,-2.83,0,0
2025-11-13,CZ3027,PVG-XIY,A320,7,7.6,-0.14,-0.52,0,0
2025-11-07,CZ3088,PVG-CSX,B737,17,9.7,0.8,1.31,2,0
2026-02-02,CZ3090,PVG-CSX,A321,18,6.4,-0.84,-1.54,0,0
2024-12-06,CZ3072,PVG-HGH,A321,20,5.8,-0.64,-1.36,0,0
2025-03-24,CZ3026,PVG-XIY,A321,13,6.5,0.88,-0.3,2,0
2025-02-07,CZ3119,PVG-NKG,B787,12,5.1,1.56,2.25,0,0
2025-04-29,CZ3058,PVG-SZX,B787,10,6.5,-0.47,0.29,0,0
2025-04-28,CZ3076,PVG-SZX,B737,10,7.9,-2.12,-2.39,0,0
2026-02-23,CZ3010,PVG-HGH,A321,19,7.8,-0.75,-0.04,0,0
2025-10-20,CZ3033,PVG-CSX,A321,10,9.0,-0.46,-1.46,0,0
2025-12-18,CZ3067,PVG-NKG,A321,16,11.1,0.75,1.78,37,1
2026-05-05,CZ3041,PVG-TSN,B787,8,8.2,-1.18,-0.93,0,0
2025-04-13,CZ3108,PVG-PEK,A330,12,6.9,0.15,0.99,5,0
2025-08-17,CZ3101,PVG-SZX,B737,8,6.7,-0.64,0.19,0,0
2024-12-21,CZ3037,PVG-CSX,A321,9,6.6,0.22,0.54,13,1
2026-04-30,CZ3054,PVG-HGH,A321,16,7.8,-0.64,-0.66,0,0
2026-07-11,CZ3098,PVG-CSX,A330,7,7.4,-1.46,-1.69,0,0
2025-06-15,CZ3064,PVG-NKG,A321,10,8.7,-0.34,0.18,0,0
2025-08-21,CZ3049,PVG-WUH,A321,17,5.9,0.21,-0.75,0,0
2024-10-16,CZ3074,PVG-CAN,B737,17,6.3,1.3,2.07,0,0
2026-07-28,CZ3044,PVG-CKG,A321,14,9.2,0.1,1.16,0,0
2026-01-01,CZ3061,PVG-NKG,B787,7,8.1,-0.47,-0.76,3,0
2025-12-28,CZ3094,PVG-CKG,B787,8,5.6,-0.67,-1.77,4,0
2026-02-08,CZ3058,PVG-TSN,A330,17,5.9,-1.27,-2.52,0,0
2026-03-09,CZ3108,PVG-CSX,A330,10,1.3,0.36,1.88,0,0
2024-09-23,CZ3045,PVG-NKG,A321,14,9.3,-1.28,0.9,0,0
2026-03-21,CZ3015,PVG-CTU,A321,14,6.2,-0.18,0.35,0,0
2026-02-04,CZ3106,PVG-CTU,A321,15,7.3,-2.13,-2.66,0,0
2026-01-28,CZ3076,PVG-SZX,A320,14,9.6,0.58,0.63,0,0
2024-12-10,CZ3065,PVG-CSX,A321,16,8.8,-0.08,0.87,0,0
2025-02-09,CZ3028,PVG-CSX,B737,15,10.5,0.11,-0.55,0,0
2026-06-25,CZ3076,PVG-SZX,A330,8,7.5,1.03,2.27,0,0
2025-10-13,CZ3078,PVG-SZX,A321,9,6.8,-0.4,-0.63,0,0
2025-02-24,CZ3048,PVG-CTU,A321,9,10.4,-0.88,-1.92,0,0
2026-04-16,CZ3105,PVG-XIY,B737,7,4.4,-0.43,0.1,0,0
2024-12-01,CZ3030,PVG-XIY,A330,20,8.4,-1.15,-0.8,0,0
2025-12-11,CZ3108,PVG-SZX,A330,19,9.6,-0.35,-0.7,0,0
2024-11-16,CZ3114,PVG-NKG,A321,9,7.1,1.36,0.62,0,0
2026-04-22,CZ3119,PVG-CAN,A321,8,6.1,0.12,-0.68,0,0
2025-12-22,CZ3059,PVG-NKG,A321,7,5.6,1.36,1.85,0,0
2026-06-29,CZ3077,PVG-HGH,B787,17,5.7,-1.03,-0.62,0,0
2026-04-13,CZ3002,PVG-CAN,A330,15,5.4,-0.63,0.32,0,0
2025-06-23,CZ3045,PVG-SZX,A330,12,9.5,-0.77,-1.09,0,0
2025-02-08,CZ3064,PVG-CKG,B787,11,9.2,0.0,0.0,0,0
2025-04-26,CZ3040,PVG-CSX,A320,9,6.6,1.69,0.4,0,0
2025-06-21,CZ3037,PVG-TSN,B787,10,6.5,-1.57,-1.57,0,0
2025-02-15,CZ3017,PVG-TSN,B787,13,,-0.4,1.66,0,0
2025-05-20,CZ3070,PVG-CSX,A321,9,8.7,0.22,-0.68,1,0
2025-02-05,CZ3117,PVG-CSX,A330,8,5.4,1.81,2.7,0,0
2026-08-14,CZ3015,PVG-WUH,A330,6,6.5,-0.7,-0.1,0,0
2026-06-20,CZ3114,PVG-TSN,A320,9,6.3,0.12,0.77,0,0
2025-07-08,CZ3037,PVG-CKG,B787,9,8.0,-1.29,-1.41,0,0
2026-03-06,CZ3011,PVG-CSX,B737,18,6.3,0.41,0.84,0,0
2024-11-01,CZ3076,PVG-CKG,A321,7,5.9,-0.08,-1.48,0,0
2025-06-07,CZ3053,PVG-TSN,A330,8,7.7,-0.0,1.36,0,0
2025-07-08,CZ3054,PVG-HGH,A320,16,5.1,-0.49,-1.4,0,0
2026-03-06,CZ3095,PVG-KMG,B737,8,4.3,0.17,0.85,0,0
2026-08-18,CZ3066,PVG-WUH,B787,14,6.1,0.49,0.12,1,0
2026-07-04,CZ3027,PVG-WUH,A320,7,4.5,2.08,1.55,0,0
2025-01-10,CZ3025,PVG-WUH,A321,15,9.0,-0.97,-1.38,0,0
2025-05-30,CZ3010,PVG-XIY,A321,14,7.0,-1.79,-1.58,0,0
2026-06-12,CZ3086,PVG-HGH,B787,15,8.2,-0.7,-1.93,0,0
2026-02-23,CZ3076,PVG-CAN,B787,15,,-0.31,-0.12,0,0
2025-06-19,CZ3072,PVG-CAN,A330,20,4.6,1.18,1.56,0,0
2025-02-01,CZ3110,PVG-SZX,B787,14,9.9,-0.69,-0.61,0,0
2024-10-31,CZ3053,PVG-KMG,B787,15,9.4,-1.56,-1.77,0,0
2026-04-10,CZ3104,PVG-PEK,A321,14,5.9,0.5,0.82,0,0
2025-02-13,CZ3004,PVG-TSN,B737,18,8.5,2.22,2.01,0,0
2026-08-16,CZ3090,PVG-CKG,B787,10,9.2,-0.76,0.54,0,0
2025-02-18,CZ3094,PVG-CSX,B737,9,13.0,0.79,0.28,0,0
2025-04-26,CZ3024,PVG-TSN,A321,13,4.8,0.55,-0.61,4,0
2025-10-12,CZ3016,PVG-CKG,B737,10,6.7,-0.16,-0.1,0,0
2025-12-19,CZ3055,PVG-TSN,A330,7,8.6,0.22,-0.57,0,0
2025-01-07,CZ3068,PVG-XIY,A330,8,8.7,-0.25,-1.41,0,0
2026-08-24,CZ3063,PVG-TSN,A321,12,8.8,-1.23,-1.18,2,0
2026-04-15,CZ3060,PVG-WUH,B737,18,7.9,1.34,1.72,0,0
2024-09-12,CZ3109,PVG-CSX,B787,10,8.4,-0.03,0.81,0,0
2024-10-01,CZ3015,PVG-CKG,A321,16,7.1,0.29,0.38,0,0
2026-07-28,CZ3087,PVG-CAN,B737,10,6.7,-0.4,1.51,14,1
2025-08-17,CZ3072,PVG-KMG,B737,21,9.2,0.69,2.16,0,0
2025-01-16,CZ3118,PVG-CAN,B787,9,4.9,-0.45,0.17,0,0
2025-07-27,CZ3069,PVG-CTU,B737,18,8.1,1.57,-0.07,0,0
